PSO_Best_Fitness
4.657079762498293
3.883105616593056
3.883105616593056
2.1142977450614495
2.1142977450614495
1.8628148290348747
1.8628148290348747
0.9019566361821951
0.20597743881144126
0.07228158913835614
0.06987317248140457
0.06987317248140457
0.0002618794544382297
0.0002618794544382297
0.0002618794544382297
0.0002618794544382297
0.0002618794544382297
9.966930945992658e-05
9.966930945992658e-05
7.693915652851047e-05
4.418825609420196e-05
3.827745081608214e-05
2.2947144323381963e-05
7.9871359659478e-06
7.9871359659478e-06
7.9871359659478e-06
5.117384080932652e-06
5.117384080932652e-06
3.163474175948977e-06
3.163474175948977e-06
3.163474175948977e-06
2.2881880070713123e-06
3.4558541273099763e-07
2.928744677888062e-07
2.5149231319687715e-07
2.1034437835965036e-07
8.414279051294216e-09
8.414279051294216e-09
8.414279051294216e-09
8.414279051294216e-09
6.0997535911155865e-09
6.0997535911155865e-09
5.007535719414591e-09
2.9942874846256018e-09
4.646842910460691e-10
4.646842910460691e-10
6.052403023204533e-11
6.052403023204533e-11
6.052403023204533e-11
3.729994091372646e-11
3.729994091372646e-11
1.0228262681266642e-11
3.346656285430072e-12
3.346656285430072e-12
2.5224267119483557e-13
2.5224267119483557e-13
1.2079226507921703e-13
1.2079226507921703e-13
1.2079226507921703e-13
1.2079226507921703e-13
1.2079226507921703e-13
1.2079226507921703e-13
1.2079226507921703e-13
1.1368683772161603e-13
1.1368683772161603e-13
1.1368683772161603e-13
4.263256414560601e-14
3.907985046680551e-14
3.552713678800501e-15
3.552713678800501e-15
3.552713678800501e-15
3.552713678800501e-15
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
